"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"F","1","NR","hour","10","16",0,1.34285714285714,-1.13541365821072,3.82112794392501,0.929,"ns"
"F","1","NR","hour","10","17",0,1.28571428571429,-1.19255651535358,3.76398508678215,0.953,"ns"
"F","1","NR","hour","10","18",0,0.685714285714286,-1.79255651535358,3.16398508678215,1,"ns"
"F","1","NR","hour","10","19",0,0.6,-1.87827080106787,3.07827080106786,1,"ns"
"F","1","NR","hour","10","20",0,0.0857142857142861,-2.39255651535358,2.56398508678215,1,"ns"
"F","1","NR","hour","10","21",0,0.4,-2.07827080106786,2.87827080106786,1,"ns"
"F","1","NR","hour","10","22",0,0.4,-2.07827080106786,2.87827080106787,1,"ns"
"F","1","NR","hour","10","23",0,0.771428571428571,-1.70684222963929,3.24969937249644,1,"ns"
"F","1","NR","hour","11","12",0,0.0285714285714287,-2.44969937249644,2.50684222963929,1,"ns"
"F","1","NR","hour","11","13",0,1.82857142857143,-0.649699372496436,4.30684222963929,0.477,"ns"
"F","1","NR","hour","11","14",0,1.85714285714286,-0.621127943925008,4.33541365821072,0.445,"ns"
"F","1","NR","hour","11","15",0,1.48571428571429,-0.992556515353579,3.96398508678215,0.837,"ns"
"F","1","NR","hour","11","16",0,1.2,-1.27827080106786,3.67827080106786,0.977,"ns"
"F","1","NR","hour","11","17",0,1.14285714285714,-1.33541365821072,3.62112794392501,0.987,"ns"
"F","1","NR","hour","11","18",0,0.542857142857143,-1.93541365821072,3.02112794392501,1,"ns"
"F","1","NR","hour","11","19",0,0.457142857142857,-2.02112794392501,2.93541365821072,1,"ns"
"F","1","NR","hour","11","20",0,-0.0571428571428569,-2.53541365821072,2.42112794392501,1,"ns"
"F","1","NR","hour","11","21",0,0.257142857142857,-2.22112794392501,2.73541365821072,1,"ns"
"F","1","NR","hour","11","22",0,0.257142857142857,-2.22112794392501,2.73541365821072,1,"ns"
"F","1","NR","hour","11","23",0,0.628571428571428,-1.84969937249644,3.10684222963929,1,"ns"
"F","1","NR","hour","12","13",0,1.8,-0.678270801067865,4.27827080106786,0.509,"ns"
"F","1","NR","hour","12","14",0,1.82857142857143,-0.649699372496437,4.30684222963929,0.477,"ns"
